5.126E-012	0.12233155	0.2446630999	0.3669946499	0.4893261999	0.6116577499	0.7339892998	0.8563208498	0.9786523998	1.1009839498
0	0.007470296	0.0298811842	0.0672326644	0.1195247367	0.186757401	0.2689306575	0.366044506	0.4780989466	0.6050939793
0	0.0004266988	0.0034135903	0.0115208674	0.0273087228	0.0533373492	0.0921669394	0.1463576861	0.2184697822	0.3110634203
0	2.6496723989E-005	0.0004239476	0.0021462347	0.0067831614	0.0165604526	0.0343397546	0.0636186348	0.1085305824	0.1738450076
0	1.800598129E-006	5.7619144419E-005	0.0004375454	0.0018438126	0.0056268696	0.0140014521	0.0302626551	0.0590020041	0.1063235272
0	0	8.826300345E-006	0.0001005371	0.0005648832	0.0021548584	0.0064343727	0.0162250838	0.0361525245	0.073291526
0	0	0	2.5043288814E-005	0.0001876128	0.0008946077	0.003205541	0.0094303728	0.0240144416	0.0547696732
0	0	0	6.425307543E-006	6.4180599979E-005	0.0003825462	0.0016448786	0.0056455748	0.0164302337	0.0421564392
0	0	0	0	2.2656888927E-005	0.000168807	0.0008710069	0.0034877287	0.0116003266	0.0334844307
0	0	0	0	0.00000828	7.7113624751E-005	0.0004774672	0.0022305475	0.0084787328	0.0275331673
0	0	0	0	0	3.5658398062E-005	0.0002649449	0.0014440101	0.0062730917	0.0229170855
0	0	0	0	0	1.6670103098E-005	0.0001486323	0.0009450933	0.0046922167	0.0192844977
0	0	0	0	0	0.000007887	8.4385886166E-005	0.0006260054	0.0035520036	0.0164231397
0	0	0	0	0	0	0.000048225	0.000417376	0.0027065416	0.0140782939
0	0	0	0	0	0	2.775830493E-005	0.0002802817	0.0020771793	0.0121551918
0	0	0	0	0	0	0.000016057	0.0001891532	0.001602082	0.0105469066
0	0	0	0	0	0	9.319755532E-006	0.0001280855	0.0012398325	0.0091823936
0	0	0	0	0	0	0	8.6967803229E-005	0.0009620852	0.0080160229
0	0	0	0	0	0	0	5.9191099296E-005	0.0007483476	0.0070145744
0	0	0	0	0	0	0	4.0382149733E-005	0.0005834832	0.0061528854
0	0	0	0	0	0	0	2.7586907709E-005	0.0004555478	0.0054042682
0	0	0	0	0	0	0	1.8887745396E-005	0.0003564536	0.0047572772
0	0	0	0	0	0	0	0.000012943	0.0002791568	0.0041913722
0	0	0	0	0	0	0	8.883520067E-006	0.0002189736	0.0036987278
0	0	0	0	0	0	0	0	0.0001718549	0.0032656902
0	0	0	0	0	0	0	0	0.0001351037	0.0028882379
0	0	0	0	0	0	0	0	0.0001062459	0.0025552326
0	0	0	0	0	0	0	0	8.369214747E-005	0.0022644115
0	0	0	0	0	0	0	0	0.000065951	0.0020074485
0	0	0	0	0	0	0	0	5.2032201052E-005	0.0017817545
0	0	0	0	0	0	0	0	0.000041058	0.0015817087
0	0	0	0	0	0	0	0	3.2430832833E-005	0.0014055258
0	0	0	0	0	0	0	0	2.5619864382E-005	0.001249137
0	0	0	0	0	0	0	0	2.0258563251E-005	0.0011112056
0	0	0	0	0	0	0	0	1.6019792667E-005	0.0009885421
0	0	0	0	0	0	0	0	1.2677907771E-005	0.000880113
0	0	0	0	0	0	0	0	0.000010033	0.0007835626
0	0	0	0	0	0	0	0	7.945850262E-006	0.0006981299
0	0	0	0	0	0	0	0	0	0.0006220094
0	0	0	0	0	0	0	0	0	0.0005545491
0	0	0	0	0	0	0	0	0	0.00049443
0	0	0	0	0	0	0	0	0	0.0004410968
0	0	0	0	0	0	0	0	0	0.0003934945
0	0	0	0	0	0	0	0	0	0.0003512855
0	0	0	0	0	0	0	0	0	0.0003135587
0	0	0	0	0	0	0	0	0	0.0002800617
0	0	0	0	0	0	0	0	0	0.0002500915
0	0	0	0	0	0	0	0	0	0.0002234743
0	0	0	0	0	0	0	0	0	0.00019966
0	0	0	0	0	0	0	0	0	0.0001784882
0	0	0	0	0	0	0	0	0	0.0001595353
0	0	0	0	0	0	0	0	0	0.0001426662
0	0	0	0	0	0	0	0	0	0.0001275628
0	0	0	0	0	0	0	0	0	0.0001141152
0	0	0	0	0	0	0	0	0	0.0001020699
0	0	0	0	0	0	0	0	0	0.000091337
0	0	0	0	0	0	0	0	0	8.1720344581E-005
0	0	0	0	0	0	0	0	0	7.3146229386E-005
0	0	0	0	0	0	0	0	0	6.5461537069E-005
0	0	0	0	0	0	0	0	0	5.8608124359E-005
0	0	0	0	0	0	0	0	0	5.2463324215E-005
0	0	0	0	0	0	0	0	0	4.6983563892E-005
0	0	0	0	0	0	0	0	0	4.2070579041E-005
0	0	0	0	0	0	0	0	0	0.000037686
0	0	0	0	0	0	0	0	0	3.3752578855E-005
0	0	0	0	0	0	0	0	0	3.0241479489E-005
0	0	0	0	0	0	0	0	0	2.7090349131E-005
0	0	0	0	0	0	0	0	0	2.4276813507E-005
0	0	0	0	0	0	0	0	0	2.1751092093E-005
0	0	0	0	0	0	0	0	0	1.9496162127E-005
0	0	0	0	0	0	0	0	0	1.7472152241E-005
0	0	0	0	0	0	0	0	0	1.5663128313E-005
0	0	0	0	0	0	0	0	0	1.4039149693E-005
0	0	0	0	0	0	0	0	0	1.2587214593E-005
0	0	0	0	0	0	0	0	0	1.1283822535E-005
0	0	0	0	0	0	0	0	0	1.0118188739E-005
0	0	0	0	0	0	0	0	0	9.071507962E-006
